Time,Depth,Resistivity,dBdt
2.1544346900318823e-05,-996.8962827700731,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-770.4971405923638,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-596.3439543018183,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-462.3799648475525,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-359.330742190425,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-280.06210937724995,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-219.08623798249994,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-172.1817215249999,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-136.1013242499999,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-108.34717249999989,500.0,-1.2264696306845237e-10
2.1544346900318823e-05,-86.99782499999988,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-70.57524999999987,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-57.942499999999875,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-48.22499999999987,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-40.74999999999987,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-34.99999999999987,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-29.999999999999872,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-24.999999999999872,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-19.999999999999872,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-14.999999999999872,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-9.999999999999872,1000.0,-1.2264696306845237e-10
2.1544346900318823e-05,-4.999999999999872,1000.0,-1.2264696306845237e-10
2.5118864315095822e-05,-996.8962827700731,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-770.4971405923638,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-596.3439543018183,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-462.3799648475525,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-359.330742190425,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-280.06210937724995,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-219.08623798249994,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-172.1817215249999,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-136.1013242499999,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-108.34717249999989,500.0,-1.0120684575140902e-10
2.5118864315095822e-05,-86.99782499999988,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-70.57524999999987,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-57.942499999999875,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-48.22499999999987,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-40.74999999999987,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-34.99999999999987,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-29.999999999999872,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-24.999999999999872,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-19.999999999999872,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-14.999999999999872,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-9.999999999999872,1000.0,-1.0120684575140902e-10
2.5118864315095822e-05,-4.999999999999872,1000.0,-1.0120684575140902e-10
2.9286445646252374e-05,-996.8962827700731,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-770.4971405923638,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-596.3439543018183,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-462.3799648475525,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-359.330742190425,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-280.06210937724995,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-219.08623798249994,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-172.1817215249999,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-136.1013242499999,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-108.34717249999989,500.0,-7.620950420848341e-11
2.9286445646252374e-05,-86.99782499999988,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-70.57524999999987,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-57.942499999999875,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-48.22499999999987,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-40.74999999999987,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-34.99999999999987,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-29.999999999999872,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-24.999999999999872,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-19.999999999999872,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-14.999999999999872,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-9.999999999999872,1000.0,-7.620950420848341e-11
2.9286445646252374e-05,-4.999999999999872,1000.0,-7.620950420848341e-11
3.414548873833601e-05,-996.8962827700731,500.0,-6.010951146424475e-11
3.414548873833601e-05,-770.4971405923638,500.0,-6.010951146424475e-11
3.414548873833601e-05,-596.3439543018183,500.0,-6.010951146424475e-11
3.414548873833601e-05,-462.3799648475525,500.0,-6.010951146424475e-11
3.414548873833601e-05,-359.330742190425,500.0,-6.010951146424475e-11
3.414548873833601e-05,-280.06210937724995,500.0,-6.010951146424475e-11
3.414548873833601e-05,-219.08623798249994,500.0,-6.010951146424475e-11
3.414548873833601e-05,-172.1817215249999,500.0,-6.010951146424475e-11
3.414548873833601e-05,-136.1013242499999,500.0,-6.010951146424475e-11
3.414548873833601e-05,-108.34717249999989,500.0,-6.010951146424475e-11
3.414548873833601e-05,-86.99782499999988,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-70.57524999999987,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-57.942499999999875,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-48.22499999999987,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-40.74999999999987,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-34.99999999999987,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-29.999999999999872,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-24.999999999999872,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-19.999999999999872,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-14.999999999999872,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-9.999999999999872,1000.0,-6.010951146424475e-11
3.414548873833601e-05,-4.999999999999872,1000.0,-6.010951146424475e-11
3.9810717055349695e-05,-996.8962827700731,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-770.4971405923638,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-596.3439543018183,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-462.3799648475525,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-359.330742190425,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-280.06210937724995,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-219.08623798249994,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-172.1817215249999,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-136.1013242499999,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-108.34717249999989,500.0,-4.395620581417802e-11
3.9810717055349695e-05,-86.99782499999988,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-70.57524999999987,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-57.942499999999875,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-48.22499999999987,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-40.74999999999987,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-34.99999999999987,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-29.999999999999872,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-24.999999999999872,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-19.999999999999872,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-14.999999999999872,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-9.999999999999872,1000.0,-4.395620581417802e-11
3.9810717055349695e-05,-4.999999999999872,1000.0,-4.395620581417802e-11
4.641588833612782e-05,-996.8962827700731,500.0,-3.373933570192307e-11
4.641588833612782e-05,-770.4971405923638,500.0,-3.373933570192307e-11
4.641588833612782e-05,-596.3439543018183,500.0,-3.373933570192307e-11
4.641588833612782e-05,-462.3799648475525,500.0,-3.373933570192307e-11
4.641588833612782e-05,-359.330742190425,500.0,-3.373933570192307e-11
4.641588833612782e-05,-280.06210937724995,500.0,-3.373933570192307e-11
4.641588833612782e-05,-219.08623798249994,500.0,-3.373933570192307e-11
4.641588833612782e-05,-172.1817215249999,500.0,-3.373933570192307e-11
4.641588833612782e-05,-136.1013242499999,500.0,-3.373933570192307e-11
4.641588833612782e-05,-108.34717249999989,500.0,-3.373933570192307e-11
4.641588833612782e-05,-86.99782499999988,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-70.57524999999987,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-57.942499999999875,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-48.22499999999987,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-40.74999999999987,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-34.99999999999987,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-29.999999999999872,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-24.999999999999872,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-19.999999999999872,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-14.999999999999872,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-9.999999999999872,1000.0,-3.373933570192307e-11
4.641588833612782e-05,-4.999999999999872,1000.0,-3.373933570192307e-11
5.411695265464637e-05,-996.8962827700731,500.0,-2.475238442320186e-11
5.411695265464637e-05,-770.4971405923638,500.0,-2.475238442320186e-11
5.411695265464637e-05,-596.3439543018183,500.0,-2.475238442320186e-11
5.411695265464637e-05,-462.3799648475525,500.0,-2.475238442320186e-11
5.411695265464637e-05,-359.330742190425,500.0,-2.475238442320186e-11
5.411695265464637e-05,-280.06210937724995,500.0,-2.475238442320186e-11
5.411695265464637e-05,-219.08623798249994,500.0,-2.475238442320186e-11
5.411695265464637e-05,-172.1817215249999,500.0,-2.475238442320186e-11
5.411695265464637e-05,-136.1013242499999,500.0,-2.475238442320186e-11
5.411695265464637e-05,-108.34717249999989,500.0,-2.475238442320186e-11
5.411695265464637e-05,-86.99782499999988,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-70.57524999999987,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-57.942499999999875,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-48.22499999999987,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-40.74999999999987,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-34.99999999999987,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-29.999999999999872,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-24.999999999999872,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-19.999999999999872,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-14.999999999999872,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-9.999999999999872,1000.0,-2.475238442320186e-11
5.411695265464637e-05,-4.999999999999872,1000.0,-2.475238442320186e-11
6.309573444801929e-05,-996.8962827700731,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-770.4971405923638,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-596.3439543018183,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-462.3799648475525,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-359.330742190425,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-280.06210937724995,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-219.08623798249994,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-172.1817215249999,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-136.1013242499999,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-108.34717249999989,500.0,-1.7970963197282577e-11
6.309573444801929e-05,-86.99782499999988,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-70.57524999999987,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-57.942499999999875,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-48.22499999999987,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-40.74999999999987,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-34.99999999999987,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-29.999999999999872,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-24.999999999999872,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-19.999999999999872,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-14.999999999999872,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-9.999999999999872,1000.0,-1.7970963197282577e-11
6.309573444801929e-05,-4.999999999999872,1000.0,-1.7970963197282577e-11
7.356422544596421e-05,-996.8962827700731,500.0,-1.300700839283674e-11
7.356422544596421e-05,-770.4971405923638,500.0,-1.300700839283674e-11
7.356422544596421e-05,-596.3439543018183,500.0,-1.300700839283674e-11
7.356422544596421e-05,-462.3799648475525,500.0,-1.300700839283674e-11
7.356422544596421e-05,-359.330742190425,500.0,-1.300700839283674e-11
7.356422544596421e-05,-280.06210937724995,500.0,-1.300700839283674e-11
7.356422544596421e-05,-219.08623798249994,500.0,-1.300700839283674e-11
7.356422544596421e-05,-172.1817215249999,500.0,-1.300700839283674e-11
7.356422544596421e-05,-136.1013242499999,500.0,-1.300700839283674e-11
7.356422544596421e-05,-108.34717249999989,500.0,-1.300700839283674e-11
7.356422544596421e-05,-86.99782499999988,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-70.57524999999987,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-57.942499999999875,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-48.22499999999987,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-40.74999999999987,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-34.99999999999987,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-29.999999999999872,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-24.999999999999872,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-19.999999999999872,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-14.999999999999872,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-9.999999999999872,1000.0,-1.300700839283674e-11
7.356422544596421e-05,-4.999999999999872,1000.0,-1.300700839283674e-11
8.576958985908945e-05,-996.8962827700731,500.0,-9.359624398973511e-12
8.576958985908945e-05,-770.4971405923638,500.0,-9.359624398973511e-12
8.576958985908945e-05,-596.3439543018183,500.0,-9.359624398973511e-12
8.576958985908945e-05,-462.3799648475525,500.0,-9.359624398973511e-12
8.576958985908945e-05,-359.330742190425,500.0,-9.359624398973511e-12
8.576958985908945e-05,-280.06210937724995,500.0,-9.359624398973511e-12
8.576958985908945e-05,-219.08623798249994,500.0,-9.359624398973511e-12
8.576958985908945e-05,-172.1817215249999,500.0,-9.359624398973511e-12
8.576958985908945e-05,-136.1013242499999,500.0,-9.359624398973511e-12
8.576958985908945e-05,-108.34717249999989,500.0,-9.359624398973511e-12
8.576958985908945e-05,-86.99782499999988,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-70.57524999999987,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-57.942499999999875,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-48.22499999999987,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-40.74999999999987,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-34.99999999999987,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-29.999999999999872,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-24.999999999999872,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-19.999999999999872,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-14.999999999999872,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-9.999999999999872,1000.0,-9.359624398973511e-12
8.576958985908945e-05,-4.999999999999872,1000.0,-9.359624398973511e-12
0.0001,-996.8962827700731,500.0,-6.637647810760933e-12
0.0001,-770.4971405923638,500.0,-6.637647810760933e-12
0.0001,-596.3439543018183,500.0,-6.637647810760933e-12
0.0001,-462.3799648475525,500.0,-6.637647810760933e-12
0.0001,-359.330742190425,500.0,-6.637647810760933e-12
0.0001,-280.06210937724995,500.0,-6.637647810760933e-12
0.0001,-219.08623798249994,500.0,-6.637647810760933e-12
0.0001,-172.1817215249999,500.0,-6.637647810760933e-12
0.0001,-136.1013242499999,500.0,-6.637647810760933e-12
0.0001,-108.34717249999989,500.0,-6.637647810760933e-12
0.0001,-86.99782499999988,1000.0,-6.637647810760933e-12
0.0001,-70.57524999999987,1000.0,-6.637647810760933e-12
0.0001,-57.942499999999875,1000.0,-6.637647810760933e-12
0.0001,-48.22499999999987,1000.0,-6.637647810760933e-12
0.0001,-40.74999999999987,1000.0,-6.637647810760933e-12
0.0001,-34.99999999999987,1000.0,-6.637647810760933e-12
0.0001,-29.999999999999872,1000.0,-6.637647810760933e-12
0.0001,-24.999999999999872,1000.0,-6.637647810760933e-12
0.0001,-19.999999999999872,1000.0,-6.637647810760933e-12
0.0001,-14.999999999999872,1000.0,-6.637647810760933e-12
0.0001,-9.999999999999872,1000.0,-6.637647810760933e-12
0.0001,-4.999999999999872,1000.0,-6.637647810760933e-12
0.00011659144011798311,-996.8962827700731,500.0,-4.770134026578057e-12
0.00011659144011798311,-770.4971405923638,500.0,-4.770134026578057e-12
0.00011659144011798311,-596.3439543018183,500.0,-4.770134026578057e-12
0.00011659144011798311,-462.3799648475525,500.0,-4.770134026578057e-12
0.00011659144011798311,-359.330742190425,500.0,-4.770134026578057e-12
0.00011659144011798311,-280.06210937724995,500.0,-4.770134026578057e-12
0.00011659144011798311,-219.08623798249994,500.0,-4.770134026578057e-12
0.00011659144011798311,-172.1817215249999,500.0,-4.770134026578057e-12
0.00011659144011798311,-136.1013242499999,500.0,-4.770134026578057e-12
0.00011659144011798311,-108.34717249999989,500.0,-4.770134026578057e-12
0.00011659144011798311,-86.99782499999988,1000.0,-4.770134026578057e-12
0.00011659144011798311,-70.57524999999987,1000.0,-4.770134026578057e-12
0.00011659144011798311,-57.942499999999875,1000.0,-4.770134026578057e-12
0.00011659144011798311,-48.22499999999987,1000.0,-4.770134026578057e-12
0.00011659144011798311,-40.74999999999987,1000.0,-4.770134026578057e-12
0.00011659144011798311,-34.99999999999987,1000.0,-4.770134026578057e-12
0.00011659144011798311,-29.999999999999872,1000.0,-4.770134026578057e-12
0.00011659144011798311,-24.999999999999872,1000.0,-4.770134026578057e-12
0.00011659144011798311,-19.999999999999872,1000.0,-4.770134026578057e-12
0.00011659144011798311,-14.999999999999872,1000.0,-4.770134026578057e-12
0.00011659144011798311,-9.999999999999872,1000.0,-4.770134026578057e-12
0.00011659144011798311,-4.999999999999872,1000.0,-4.770134026578057e-12
0.00013593563908785255,-996.8962827700731,500.0,-3.3935002888399237e-12
0.00013593563908785255,-770.4971405923638,500.0,-3.3935002888399237e-12
0.00013593563908785255,-596.3439543018183,500.0,-3.3935002888399237e-12
0.00013593563908785255,-462.3799648475525,500.0,-3.3935002888399237e-12
0.00013593563908785255,-359.330742190425,500.0,-3.3935002888399237e-12
0.00013593563908785255,-280.06210937724995,500.0,-3.3935002888399237e-12
0.00013593563908785255,-219.08623798249994,500.0,-3.3935002888399237e-12
0.00013593563908785255,-172.1817215249999,500.0,-3.3935002888399237e-12
0.00013593563908785255,-136.1013242499999,500.0,-3.3935002888399237e-12
